StartDate;EndDate;Status;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;RecipientLastName;RecipientFirstName;RecipientEmail;ExternalReference;DistributionChannel;UserLanguage;Q_RecaptchaScore;Q1;Q2;Q3;Q101;Q102;Q103;Q104;Q105;Q106;1;2;5;6;9;10;13;14;19;20;23;24;27;28;31;32;33;34;37;38;41;42;45;46;51;52;55;56;59;60;63;64;65;66;69;70;73;74;77;78;83;84;87;88;91;92;95;96;3;4;7;8;11;12;15;16;17;18;21;22;25;26;29;30;35;36;39;40;43;44;47;48;49;50;53;54;57;58;61;62;67;68;71;72;75;76;79;80;81;82;85;86;89;90;93;94;SC0;FillerScore
2023-04-14 16:51:49;2023-04-14 16:59:05;IP Address;100;435;TRUE;2023-04-14 16:59:05;R_1mrg7KelSq3SqQF;;;;;anonymous;RU;1;21;Мужской;Колледж;Срок кредитования меньше или равен 20 годам;Этот сотрудник не работает в одной организации со своими детьми;Людям нужно общение;Вопрос о качестве продукции вставал раньше;На здешней почве плохо выращивать овощи;Зимой в этих краях не бывает температуры ниже минус 20 градусов.;;он не верит ни в какие революции;вы понимаете важность нашего предложения только частично;;я не хочу решать ничего из этого;;;я успею прочесть только часть;;я вообще нисколько не спала в дороге;;он вообще не работал в течение дня;;Марья Гавриловна вообще не спала ночью;больной вообще не ел в течение дня;;большие панорамы умещают лишь часть разнообразия жизни;;я приведу только часть цифр, а не все;;в этой игре воспроизводится только часть ощущений;;мы знаем только часть всей последовательности построения;;;он может запомнить только часть деталей;шахматист перебирает только часть возможных ходов;;;маршрутки могут удовлетворить не всех пассажиров, а только часть;;я рассказала только часть правды, а часть скрыла;;Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;Я собираюсь играть на гитаре только некоторое время;;;Я могу мести асфальт только некоторое время;;Сейчас я часто ухожу с работы, но так продолжаться не может;Мое желание — работать часть жизни;;Я готов извиняться время от времени, но не постоянно;;;Новый способ должен перебирать только часть возможностей;;Я готов описать только некоторые детали;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6
2023-04-14 16:51:25;2023-04-14 16:59:06;IP Address;100;461;TRUE;2023-04-14 16:59:07;R_1ptIRSQns99UR8y;;;;;anonymous;RU;0.8999999761581421;43;Мужской;Колледж;Срок кредитования меньше или равен 20 годам;Этот сотрудник не работает в одной организации со своими детьми;Людям нужно общение;Вопрос о качестве продукции вставал раньше;На здешней почве плохо выращивать овощи;Зимой в этих краях не бывает температуры ниже минус 20 градусов.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;он не верит ни в какие революции;;вы понимаете важность нашего предложения только частично;;я готов решать только часть этого;;я успею прочесть только часть;;;я вообще нисколько не спала в дороге;;он вообще не работал в течение дня;Марья Гавриловна вообще не спала ночью;;;больной вообще не ел в течение дня;;большие панорамы умещают лишь часть разнообразия жизни;я приведу только часть цифр, а не все;;;в этой игре воспроизводится только часть ощущений;мы знаем только часть всей последовательности построения;;он может запомнить только часть деталей;;;шахматист перебирает только часть возможных ходов;маршрутки могут удовлетворить не всех пассажиров, а только часть;;;я рассказала только часть правды, а часть скрыла;;Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;;Сейчас я много играю на гитаре, но в будущем хочу делать что-то ещё;;Я могу мести асфальт только некоторое время;Я могу уходить с работы не всегда;;;Кто-то считает, что правильно работать всю жизнь, а я хочу делать что-то другое;;Кто-то ожидает, что я буду всё время извиняться, но я этого не хочу;Существующие сейчас способы перебирают возможности, а новый должен использовать другие стратегии;;Я готов описать только некоторые детали;;6;6
2023-04-14 16:48:26;2023-04-14 16:59:14;IP Address;100;648;TRUE;2023-04-14 16:59:15;R_2VKFXKVttZS7cCf;;;;;anonymous;RU;1;37;Женский;Колледж;Срок кредитования меньше или равен 20 годам;Этот сотрудник не работает в одной организации со своими детьми;Людям нужно общение;Вопрос о качестве продукции вставал раньше;На здешней почве плохо выращивать овощи;Зимой в этих краях не бывает температуры ниже минус 20 градусов.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;он верит только в некоторые революции;вы понимаете важность нашего предложения только частично;;я готов решать только часть этого;;я успею прочесть только часть;;;я вообще нисколько не спала в дороге;он вообще не работал в течение дня;;;Марья Гавриловна вообще не спала ночью;;больной вообще не ел в течение дня;;большие панорамы умещают лишь часть разнообразия жизни;;я приведу только часть цифр, а не все;в этой игре воспроизводится только часть ощущений;;;мы знаем только часть всей последовательности построения;;он может запомнить только часть деталей;шахматист перебирает только часть возможных ходов;;;маршрутки могут удовлетворить не всех пассажиров, а только часть;;я рассказала только часть правды, а часть скрыла;;Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;Сейчас я много играю на гитаре, но в будущем хочу делать что-то ещё;;Сейчас я мету асфальт, но в будущем хочу заниматься какими-то другими вещами;;Сейчас я часто ухожу с работы, но так продолжаться не может;;Мое желание — работать часть жизни;;Я готов извиняться время от времени, но не постоянно;;;Новый способ должен перебирать только часть возможностей;Я готов описать только некоторые детали;;6;6
2023-04-14 16:48:32;2023-04-14 16:59:40;IP Address;100;668;TRUE;2023-04-14 16:59:41;R_1JKFha03P0HvQQp;;;;;anonymous;RU;0.8999999761581421;73;Женский;Школа;Срок кредитования меньше или равен 20 годам;Этот сотрудник не работает в одной организации со своими детьми;Людям нужно общение;Вопрос о качестве продукции вставал раньше;На здешней почве плохо выращивать овощи;Зимой в этих краях не бывает температуры ниже минус 20 градусов.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;он не верит ни в какие революции;;;вы понимаете важность нашего предложения только частично;;я не хочу решать ничего из этого;;я успею прочесть только часть;я вообще нисколько не спала в дороге;;он вообще не работал в течение дня;;Марья Гавриловна вообще не спала ночью;;;больной вообще не ел в течение дня;большие панорамы умещают лишь часть разнообразия жизни;;;я приведу только часть цифр, а не все;в этой игре воспроизводится только часть ощущений;;мы знаем только часть всей последовательности построения;;он может запомнить только часть деталей;;;шахматист перебирает только часть возможных ходов;маршрутки могут удовлетворить не всех пассажиров, а только часть;;я рассказала только часть правды, а часть скрыла;;;Я собираюсь сидеть на шее у тетки только часть жизни;Я собираюсь играть на гитаре только некоторое время;;Сейчас я мету асфальт, но в будущем хочу заниматься какими-то другими вещами;;;Я могу уходить с работы не всегда;Мое желание — работать часть жизни;;Кто-то ожидает, что я буду всё время извиняться, но я этого не хочу;;Новый способ должен перебирать только часть возможностей;;Я не хочу описывать никаких деталей;;6;6
2023-04-14 16:51:30;2023-04-14 16:59:53;IP Address;100;503;TRUE;2023-04-14 16:59:54;R_2BxMgShV8ksrL2w;;;;;anonymous;RU;0.800000011920929;29;Женский;Колледж;Срок кредитования меньше или равен 20 годам;Этот сотрудник не работает в одной организации со своими детьми;Людям нужно общение;Вопрос о качестве продукции вставал раньше;На здешней почве плохо выращивать овощи;Зимой в этих краях бывает температура ниже минус 20 градусов.;;он не верит ни в какие революции;вы понимаете важность нашего предложения только частично;;я готов решать только часть этого;;я успею прочесть только часть;;;я вообще нисколько не спала в дороге;он работал только часть дня;;;Марья Гавриловна вообще не спала ночью;больной вообще не ел в течение дня;;большие панорамы умещают лишь часть разнообразия жизни;;я приведу только часть цифр, а не все;;;в этой игре воспроизводится только часть ощущений;;мы знаем только часть всей последовательности построения;;он может запомнить только часть деталей;шахматист перебирает только часть возможных ходов;;маршрутки могут удовлетворить не всех пассажиров, а только часть;;я рассказала только часть правды, а часть скрыла;;Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;;Я собираюсь играть на гитаре только некоторое время;;Я могу мести асфальт только некоторое время;;Сейчас я часто ухожу с работы, но так продолжаться не может;;Кто-то считает, что правильно работать всю жизнь, а я хочу делать что-то другое;;;Я готов извиняться время от времени, но не постоянно;;Новый способ вообще не должен заниматься перебором возможностей;;Я не хочу описывать никаких деталей;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5
2023-04-14 16:54:44;2023-04-14 17:00:56;IP Address;100;372;TRUE;2023-04-14 17:00:57;R_U9ja0MDyxbtPngJ;;;;;anonymous;RU;0.8999999761581421;37;Мужской;Колледж;Срок кредитования меньше или равен 20 годам;Этот сотрудник не работает в одной организации со своими детьми;Людям нужно общение;Вопрос о качестве продукции вставал раньше;На здешней почве плохо выращивать овощи;Зимой в этих краях не бывает температуры ниже минус 20 градусов.;он не верит ни в какие революции;;;вы понимаете важность нашего предложения только частично;;я готов решать только часть этого;я не успею прочесть вообще ничего из этого;;;я вообще нисколько не спала в дороге;;он работал только часть дня;Марья Гавриловна вообще не спала ночью;;больной вообще не ел в течение дня;;;большие панорамы вообще не умещают никакого разнообразия жизни;я приведу только часть цифр, а не все;;;в этой игре воспроизводится только часть ощущений;;мы знаем только часть всей последовательности построения;он может запомнить только часть деталей;;;шахматист перебирает только часть возможных ходов;;маршрутки могут удовлетворить не всех пассажиров, а только часть;я рассказала только часть правды, а часть скрыла;;Я собираюсь сидеть на шее у тетки только часть жизни;;Сейчас я много играю на гитаре, но в будущем хочу делать что-то ещё;;Я могу мести асфальт только некоторое время;;;Сейчас я часто ухожу с работы, но так продолжаться не может;Мое желание — работать часть жизни;;Я готов извиняться время от времени, но не постоянно;;Новый способ должен перебирать только часть возможностей;;;Я готов описать только некоторые детали;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6
2023-04-14 16:53:54;2023-04-14 17:00:59;IP Address;100;425;TRUE;2023-04-14 17:01:00;R_9Epf5fDs8TsCOxb;;;;;anonymous;RU;0.8999999761581421;38;Женский;Университет и выше;Срок кредитования меньше или равен 20 годам;Этот сотрудник не работает в одной организации со своими детьми;Людям нужно общение;Вопрос о качестве продукции вставал раньше;На здешней почве плохо выращивать овощи;Зимой в этих краях не бывает температуры ниже минус 20 градусов.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;он не верит ни в какие революции;;вы вообще не понимаете важности нашего предложения;я не хочу решать ничего из этого;;;я успею прочесть только часть;;я вообще нисколько не спала в дороге;;он вообще не работал в течение дня;Марья Гавриловна вообще не спала ночью;;;больной вообще не ел в течение дня;;большие панорамы умещают лишь часть разнообразия жизни;я приведу только часть цифр, а не все;;в этой игре воспроизводится только часть ощущений;;;мы знаем только часть всей последовательности построения;он может запомнить только часть деталей;;;шахматист перебирает только часть возможных ходов;маршрутки могут удовлетворить не всех пассажиров, а только часть;;;я рассказала только часть правды, а часть скрыла;;Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;;Я собираюсь играть на гитаре только некоторое время;Я могу мести асфальт только некоторое время;;;Сейчас я часто ухожу с работы, но так продолжаться не может;;Кто-то считает, что правильно работать всю жизнь, а я хочу делать что-то другое;;Я готов извиняться время от времени, но не постоянно;Существующие сейчас способы перебирают возможности, а новый должен использовать другие стратегии;;Я готов описать только некоторые детали;;6;6
2023-04-14 16:51:06;2023-04-14 17:01:23;IP Address;100;616;TRUE;2023-04-14 17:01:24;R_2WNEMV8HzOxn0Me;;;;;anonymous;RU;1;44;Мужской;Школа;Срок кредитования меньше или равен 20 годам;Этот сотрудник не работает в одной организации со своими детьми;Людям нужно общение;Вопрос о качестве продукции вставал раньше;На здешней почве плохо выращивать овощи;Зимой в этих краях не бывает температуры ниже минус 20 градусов.;;он не верит ни в какие революции;;вы понимаете важность нашего предложения только частично;я не хочу решать ничего из этого;;;я успею прочесть только часть;;я спала только часть времени в дороге;он работал только часть дня;;;Марья Гавриловна вообще не спала ночью;;больной вообще не ел в течение дня;большие панорамы умещают лишь часть разнообразия жизни;;я приведу только часть цифр, а не все;;;в этой игре воспроизводится только часть ощущений;мы знаем только часть всей последовательности построения;;он может запомнить только часть деталей;;;шахматист перебирает только часть возможных ходов;маршрутки могут удовлетворить не всех пассажиров, а только часть;;я рассказала только часть правды, а часть скрыла;;Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;;;Сейчас я много играю на гитаре, но в будущем хочу делать что-то ещё;;Сейчас я мету асфальт, но в будущем хочу заниматься какими-то другими вещами;;Я могу уходить с работы не всегда;;Мое желание — работать часть жизни;;Кто-то ожидает, что я буду всё время извиняться, но я этого не хочу;Новый способ должен перебирать только часть возможностей;;;Я готов описать только некоторые детали;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6
2023-04-14 16:55:04;2023-04-14 17:01:34;IP Address;100;389;TRUE;2023-04-14 17:01:35;R_25L3vTGfOpRMXXn;;;;;anonymous;RU;1;31;Женский;Университет и выше;Срок кредитования меньше или равен 20 годам;Этот сотрудник не работает в одной организации со своими детьми;Людям нужно общение;Вопрос о качестве продукции вставал раньше;На здешней почве плохо выращивать овощи;Зимой в этих краях не бывает температуры ниже минус 20 градусов.;;он не верит ни в какие революции;;вы вообще не понимаете важности нашего предложения;;я не хочу решать ничего из этого;я не успею прочесть вообще ничего из этого;;я вообще нисколько не спала в дороге;;он работал только часть дня;;Марья Гавриловна вообще не спала ночью;;;больной вообще не ел в течение дня;;большие панорамы умещают лишь часть разнообразия жизни;я приведу только часть цифр, а не все;;;в этой игре воспроизводится только часть ощущений;;мы знаем только часть всей последовательности построения;;он может запомнить только часть деталей;шахматист перебирает только часть возможных ходов;;маршрутки могут удовлетворить не всех пассажиров, а только часть;;я рассказала только часть правды, а часть скрыла;;Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;;;Сейчас я много играю на гитаре, но в будущем хочу делать что-то ещё;Я могу мести асфальт только некоторое время;;;Сейчас я часто ухожу с работы, но так продолжаться не может;Мое желание — работать часть жизни;;Я готов извиняться время от времени, но не постоянно;;Новый способ должен перебирать только часть возможностей;;;Я готов описать только некоторые детали;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6
2023-04-14 16:54:23;2023-04-14 17:01:36;IP Address;100;433;TRUE;2023-04-14 17:01:36;R_2ymEgOdJUlahN3k;;;;;anonymous;RU;0.8999999761581421;18;Мужской;Школа;Срок кредитования меньше или равен 20 годам;Этот сотрудник не работает в одной организации со своими детьми;Людям нужно общение;Вопрос о качестве продукции вставал раньше;На здешней почве плохо выращивать овощи;Зимой в этих краях не бывает температуры ниже минус 20 градусов.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;он не верит ни в какие революции;вы понимаете важность нашего предложения только частично;;;я готов решать только часть этого;я успею прочесть только часть;;;я вообще нисколько не спала в дороге;он вообще не работал в течение дня;;Марья Гавриловна вообще не спала ночью;;;больной вообще не ел в течение дня;;большие панорамы умещают лишь часть разнообразия жизни;я не буду приводить никаких цифр;;в этой игре воспроизводится только часть ощущений;;;мы знаем только часть всей последовательности построения;;он может запомнить только часть деталей;шахматист перебирает только часть возможных ходов;;маршрутки могут удовлетворить не всех пассажиров, а только часть;;я рассказала только часть правды, а часть скрыла;;Я собираюсь сидеть на шее у тетки только часть жизни;;;Я собираюсь играть на гитаре только некоторое время;;Сейчас я мету асфальт, но в будущем хочу заниматься какими-то другими вещами;;Сейчас я часто ухожу с работы, но так продолжаться не может;;Мое желание — работать часть жизни;Я вообще не хочу извиняться;;Новый способ должен перебирать только часть возможностей;;;Я готов описать только некоторые детали;6;6
2023-04-14 16:54:36;2023-04-14 17:01:51;IP Address;100;434;TRUE;2023-04-14 17:01:51;R_1ly5jen4Qv0mbCt;;;;;anonymous;RU;1;31;Женский;Колледж;Срок кредитования меньше или равен 20 годам;Этот сотрудник не работает в одной организации со своими детьми;Людям нужно общение;Вопрос о качестве продукции вставал раньше;На здешней почве плохо выращивать овощи;Зимой в этих краях не бывает температуры ниже минус 20 градусов.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;он не верит ни в какие революции;;;вы понимаете важность нашего предложения только частично;я готов решать только часть этого;;я успею прочесть только часть;;я вообще нисколько не спала в дороге;;он вообще не работал в течение дня;;;Марья Гавриловна вообще не спала ночью;больной вообще не ел в течение дня;;большие панорамы умещают лишь часть разнообразия жизни;;я приведу только часть цифр, а не все;;;в этой игре воспроизводится только часть ощущений;;мы знаем только часть всей последовательности построения;;он может запомнить только часть деталей;шахматист перебирает только часть возможных ходов;;;маршрутки могут удовлетворить не всех пассажиров, а только часть;;я рассказала только часть правды, а часть скрыла;;Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;Я собираюсь играть на гитаре только некоторое время;;Я могу мести асфальт только некоторое время;;;Я могу уходить с работы не всегда;Кто-то считает, что правильно работать всю жизнь, а я хочу делать что-то другое;;Я готов извиняться время от времени, но не постоянно;;;Существующие сейчас способы перебирают возможности, а новый должен использовать другие стратегии;Я не хочу описывать никаких деталей;;6;6
2023-04-14 16:50:26;2023-04-14 17:01:53;IP Address;100;687;TRUE;2023-04-14 17:01:54;R_3EXvq56eYLWf0tr;;;;;anonymous;RU;1;45;Мужской;Университет и выше;Срок кредитования меньше или равен 20 годам;Этот сотрудник не работает в одной организации со своими детьми;Людям нужно общение;Раньше вопрос о качестве продукции не вставал;На здешней почве плохо выращивать овощи;Зимой в этих краях не бывает температуры ниже минус 20 градусов.;;он не верит ни в какие революции;вы вообще не понимаете важности нашего предложения;;я не хочу решать ничего из этого;;;я успею не прочесть все это, а сделать что-то другое;я вообще нисколько не спала в дороге;;он вообще не работал в течение дня;;Марья Гавриловна вообще не спала ночью;;;больной вообще не ел в течение дня;;большие панорамы умещают лишь часть разнообразия жизни;;я приведу только часть цифр, а не все;в этой игре воспроизводится только часть ощущений;;мы знаем только часть всей последовательности построения;;;он не может запомнить никаких деталей;шахматист вообще не перебирает никаких ходов;;;маршрутки могут удовлетворить не всех пассажиров, а только часть;;я рассказала только часть правды, а часть скрыла;;Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;Сейчас я много играю на гитаре, но в будущем хочу делать что-то ещё;;Я могу мести асфальт только некоторое время;;;Сейчас я часто ухожу с работы, но так продолжаться не может;;Мое желание — вообще не работать;;Я готов извиняться время от времени, но не постоянно;Новый способ вообще не должен заниматься перебором возможностей;;;Я готов описать только некоторые детали;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5
2023-04-14 16:54:10;2023-04-14 17:02:16;IP Address;100;486;TRUE;2023-04-14 17:02:16;R_ZlThC2UdWzasHHb;;;;;anonymous;RU;1;49;Мужской;Школа;Срок кредитования меньше или равен 20 годам;Этот сотрудник не работает в одной организации со своими детьми;Людям нужно общение;Вопрос о качестве продукции вставал раньше;На здешней почве плохо выращивать овощи;Зимой в этих краях не бывает температуры ниже минус 20 градусов.;он не верит ни в какие революции;;вы вообще не понимаете важности нашего предложения;;я не хочу решать ничего из этого;;;я успею прочесть только часть;я вообще нисколько не спала в дороге;;;он вообще не работал в течение дня;Марья Гавриловна вообще не спала ночью;;больной вообще не ел в течение дня;;большие панорамы умещают лишь часть разнообразия жизни;;я приведу только часть цифр, а не все;;в этой игре воспроизводится только часть ощущений;;;мы знаем только часть всей последовательности построения;он может запомнить только часть деталей;;;шахматист перебирает только часть возможных ходов;;маршрутки могут удовлетворить не всех пассажиров, а только часть;;я рассказала только часть правды, а часть скрыла;Я собираюсь сидеть на шее у тетки только часть жизни;;Я собираюсь играть на гитаре только некоторое время;;;Я могу мести асфальт только некоторое время;;Я могу уходить с работы не всегда;Мое желание — работать часть жизни;;Я готов извиняться время от времени, но не постоянно;;;Новый способ должен перебирать только часть возможностей;;Я готов описать только некоторые детали;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6
2023-04-14 16:54:15;2023-04-14 17:02:20;IP Address;100;484;TRUE;2023-04-14 17:02:21;R_Ti6owaW7wsq9Pqh;;;;;anonymous;RU;1;56;Женский;Университет и выше;Срок кредитования меньше или равен 20 годам;Этот сотрудник не работает в одной организации со своими детьми;Людям нужно общение;Вопрос о качестве продукции вставал раньше;На здешней почве плохо выращивать овощи;Зимой в этих краях не бывает температуры ниже минус 20 градусов.;он не верит ни в какие революции;;;вы вообще не понимаете важности нашего предложения;я не хочу решать ничего из этого;;я не успею прочесть вообще ничего из этого;;я вообще нисколько не спала в дороге;;;он вообще не работал в течение дня;Марья Гавриловна вообще не спала ночью;;;больной вообще не ел в течение дня;большие панорамы умещают лишь часть разнообразия жизни;;;я приведу только часть цифр, а не все;;в этой игре воспроизводится только часть ощущений;;мы знаем только часть всей последовательности построения;;он может запомнить только часть деталей;;шахматист во время партии не перебирает ходы, а делает что-то другое;;маршрутки могут удовлетворить не всех пассажиров, а только часть;я рассказала только часть правды, а часть скрыла;;Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;;;Сейчас я много играю на гитаре, но в будущем хочу делать что-то ещё;Сейчас я мету асфальт, но в будущем хочу заниматься какими-то другими вещами;;Я могу уходить с работы не всегда;;Кто-то считает, что правильно работать всю жизнь, а я хочу делать что-то другое;;Кто-то ожидает, что я буду всё время извиняться, но я этого не хочу;;;Новый способ вообще не должен заниматься перебором возможностей;;Я готов описать только некоторые детали;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6
2023-04-14 16:53:32;2023-04-14 17:02:20;IP Address;100;528;TRUE;2023-04-14 17:02:21;R_RK3W9Xf3ixFGIMh;;;;;anonymous;RU;0.8999999761581421;35;Женский;Школа;Срок кредитования меньше или равен 20 годам;Этот сотрудник не работает в одной организации со своими детьми;Людям нужно общение;Вопрос о качестве продукции вставал раньше;На здешней почве плохо выращивать овощи;Зимой в этих краях не бывает температуры ниже минус 20 градусов.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;он верит только в некоторые революции;;вы понимаете важность нашего предложения только частично;;я готов решать только часть этого;;я успею прочесть только часть;;;я вообще нисколько не спала в дороге;он работал только часть дня;;;Марья Гавриловна вообще не спала ночью;больной вообще не ел в течение дня;;;большие панорамы умещают лишь часть разнообразия жизни;я приведу только часть цифр, а не все;;;в этой игре воспроизводится только часть ощущений;мы знаем только часть всей последовательности построения;;;он может запомнить только часть деталей;шахматист перебирает только часть возможных ходов;;;маршрутки могут удовлетворить не всех пассажиров, а только часть;я рассказала только часть правды, а часть скрыла;;Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;;;Я собираюсь играть на гитаре только некоторое время;Я могу мести асфальт только некоторое время;;Я могу уходить с работы не всегда;;;Мое желание — работать часть жизни;Кто-то ожидает, что я буду всё время извиняться, но я этого не хочу;;Новый способ должен перебирать только часть возможностей;;;Я готов описать только некоторые детали;6;6
2023-04-14 16:55:18;2023-04-14 17:02:57;IP Address;100;458;TRUE;2023-04-14 17:02:58;R_3p4ll1WXI0jLjpp;;;;;anonymous;RU;0.8999999761581421;47;Мужской;Университет и выше;Срок кредитования меньше или равен 20 годам;Этот сотрудник не работает в одной организации со своими детьми;Людям нужно общение;Вопрос о качестве продукции вставал раньше;На здешней почве плохо выращивать овощи;Зимой в этих краях не бывает температуры ниже минус 20 градусов.;он не верит ни в какие революции;;;вы понимаете важность нашего предложения только частично;;я хочу не решать это всё, а делать что-то другое;я успею прочесть только часть;;я вообще нисколько не спала в дороге;;он работал только часть дня;;;Марья Гавриловна вообще не спала ночью;больной вообще не ел в течение дня;;большие панорамы умещают лишь часть разнообразия жизни;;я приведу только часть цифр, а не все;;в этой игре воспроизводится только часть ощущений;;;мы знаем только часть всей последовательности построения;;он может запомнить только часть деталей;;шахматист перебирает только часть возможных ходов;маршрутки могут удовлетворить не всех пассажиров, а только часть;;я рассказала только часть правды, а часть скрыла;;Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;;;Я собираюсь играть на гитаре только некоторое время;Сейчас я мету асфальт, но в будущем хочу заниматься какими-то другими вещами;;;Я могу уходить с работы не всегда;Мое желание — работать часть жизни;;;Я готов извиняться время от времени, но не постоянно;Новый способ должен перебирать только часть возможностей;;;Я готов описать только некоторые детали;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6
